Metadata_Plate,Metadata_Well,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_Batch_Number,Metadata_Batch_Date,Metadata_well_position,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_Metadata_broad_sample_type,Metadata_broad_sample_type,Cells_AreaShape_Area,Cells_Intensity_IntegratedIntensity_DNA,Cytoplasm_AreaShape_Area,Cytoplasm_Intensity_IntegratedIntensity_DNA,Nuclei_AreaShape_Area,Nuclei_Intensity_IntegratedIntensity_DNA
SQ00015116,B05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B05,NA,NA,NA,DMSO,control,control,0.05077231259610128,0.4457533188492377,0.04616020565176785,0.1867816911074168,0.168240905802761,0.7259239601337212
SQ00015116,B06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B06,NA,NA,NA,DMSO,control,control,-0.018175362828904394,0.2203412760230439,0.009914759389407179,0.030100323567780946,-0.11243902328873287,0.45154667670565746
SQ00015116,C01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C01,BRD-K25650355-065-02-0,3.7342500000000003,10,DMSO,permutation,permutation,0.17975358020378598,0.29615207282276457,0.20855623695543024,0.11940611026619616,0.05181390394265105,0.508400463584745
SQ00015116,C02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C02,BRD-K25650355-065-02-0,1.2447499999990426,3.3333333333307693,DMSO,permutation,permutation,0.18259942347796393,0.7853890042996112,0.1849603300445759,0.4461765135098908,0.23252261693747986,1.123895382113179
SQ00015116,C03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C03,BRD-K25650355-065-02-0,0.4149166666682625,1.1111111111153846,DMSO,permutation,permutation,0.07821352566836706,0.13756814269803433,0.10112854772375159,0.012909568276723304,0.004424363024516448,0.3138481092093562
SQ00015116,C04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C04,BRD-K25650355-065-02-0,0.13830555555513,0.37037037036923076,DMSO,permutation,permutation,-0.16500952929097884,0.29668052145118057,-0.15842941300037788,-0.0785321077677437,-0.09186688312159974,0.6685200836220738
SQ00015116,C05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C05,BRD-K25650355-065-02-0,0.04610185185171,0.12345679012307692,DMSO,permutation,permutation,-0.020741168621783518,0.3717634469234391,0.00229978047755114,0.09614228389817507,-0.08036013153108841,0.6683483189543631
SQ00015116,C06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C06,BRD-K25650355-065-02-0,0.0153672839515275,0.04115226337692308,DMSO,permutation,permutation,-0.015554804327093934,0.4595028980026932,0.008421795083753927,0.10603255488793167,-0.08159054489834472,0.8150888045798949
SQ00015116,D01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D01,BRD-K25837718-001-03-8,8.27995,10,DMSO,permutation,permutation,0.3642551306805693,0.40106855492255283,0.3900278028411874,0.264942894154997,0.22907108991259237,0.57805771935733
SQ00015116,D02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D02,BRD-K25837718-001-03-8,2.7599833333312103,3.3333333333307693,DMSO,permutation,permutation,0.12186176431543945,0.27183618474189625,0.17103437502779215,0.18151553546942303,-0.13533569565443665,0.4275300853124525
SQ00015116,D03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D03,BRD-K25837718-001-03-8,0.9199944444479828,1.1111111111153846,DMSO,permutation,permutation,0.08306609209663815,0.41511353152862746,0.10128518382155294,0.14000965275472008,0.04142534206293832,0.7053506508168267
SQ00015116,D04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D04,BRD-K25837718-001-03-8,0.30666481481387126,0.37037037036923076,DMSO,permutation,permutation,8.256370337114854e-4,0.4063668020649854,0.007548032523401644,0.096045287956143,0.04821857499199559,0.723825852665355
SQ00015116,D05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D05,BRD-K25837718-001-03-8,0.10222160493795708,0.12345679012307692,DMSO,permutation,permutation,-0.17968257438464155,0.32287837054873997,-0.17835479156239706,-0.004263510331542778,-0.0675466263131516,0.6609153851578708
SQ00015116,D06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D06,BRD-K25837718-001-03-8,0.03407386831477542,0.04115226337692308,DMSO,permutation,permutation,-0.19583044311736536,0.32484460181347896,-0.18480940953014408,-0.019359263881612424,-0.14730531521218768,0.6754970909852965
SQ00015116,E01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E01,BRD-K26603252-003-04-9,3.96666,10,DMSO,permutation,permutation,0.2834254064666084,0.15979529137048024,0.30622736219752106,0.09566706007680109,0.18145884897858378,0.2860196285833308
SQ00015116,E02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E02,BRD-K26603252-003-04-9,1.322219999998983,3.3333333333307693,DMSO,permutation,permutation,0.2660751597573734,0.3325110635895614,0.3019909858524172,0.20658196929459474,0.07790288748237853,0.510110164686279
SQ00015116,E03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E03,BRD-K26603252-003-04-9,0.44074000000169516,1.1111111111153846,DMSO,permutation,permutation,0.1920802956013818,0.4659934474974608,0.20985235777440955,0.23013416587161586,0.13671939649687834,0.7251738458027928
SQ00015116,E04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E04,BRD-K26603252-003-04-9,0.14691333333288129,0.37037037036923076,DMSO,permutation,permutation,0.12539257293223716,0.3919128183825738,0.13773688409945198,0.15113978268996792,0.11746186600486125,0.6574798391163148
SQ00015116,E05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E05,BRD-K26603252-003-04-9,0.04897111111096043,0.12345679012307692,DMSO,permutation,permutation,-0.15695864692596537,0.29987031236422884,-0.16130038965941518,-0.017247903908421305,-0.010314893927694744,0.6314988510896682
SQ00015116,E06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E06,BRD-K26603252-003-04-9,0.01632370370467057,0.04115226337692308,DMSO,permutation,permutation,-0.3053273125576066,0.2690613181576613,-0.3180628641360617,-0.17448359638701763,-0.08039017508274329,0.6958345541986547
