plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent	Metadata_broad_sample_type	broad_sample_type
C-7161-01-LM6-001	B09	BRD-K25140590-001-03-0	0.2591812222232191	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	B10	BRD-K25140590-001-03-0	0.08639374074047491	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	B11	BRD-K25140590-001-03-0	0.028797913580158305	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	B12	BRD-K25140590-001-03-0	0.009599304527317545	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	B13	BRD-A25234499-001-18-3	2.322783	10	DMSO	permutation	permutation
C-7161-01-LM6-001	B14	BRD-A25234499-001-18-3	0.7742609999994045	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	B15	BRD-A25234499-001-18-3	0.25808700000099266	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	B16	BRD-A25234499-001-18-3	0.08602899999973529	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	B17	BRD-A25234499-001-18-3	0.0286763333332451	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	B18	BRD-A25234499-001-18-3	0.009558777778343951	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	B19	BRD-K25394294-001-14-9	2.933166	10	DMSO	permutation	permutation
C-7161-01-LM6-001	B20	BRD-K25394294-001-14-9	0.9777219999992479	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	B21	BRD-K25394294-001-14-9	0.3259073333345868	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	B22	BRD-K25394294-001-14-9	0.10863577777744352	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	B23	BRD-K25394294-001-14-9	0.03621192592581451	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	B24	BRD-K25394294-001-14-9	0.012070641976023595	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	C01	BRD-K25650355-065-02-0	3.7342500000000003	10	DMSO	permutation	permutation
C-7161-01-LM6-001	C02	BRD-K25650355-065-02-0	1.2447499999990426	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	C03	BRD-K25650355-065-02-0	0.4149166666682625	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	C04	BRD-K25650355-065-02-0	0.13830555555513	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	C05	BRD-K25650355-065-02-0	0.04610185185171	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	C06	BRD-K25650355-065-02-0	0.0153672839515275	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	C07	BRD-K25943794-001-02-3	3.6750279999999997	10	DMSO	permutation	permutation
C-7161-01-LM6-001	C08	BRD-K25943794-001-02-3	1.225009333332391	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	C09	BRD-K25943794-001-02-3	0.40833644444601497	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	C10	BRD-K25943794-001-02-3	0.13611214814772934	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	C11	BRD-K25943794-001-02-3	0.04537071604924311	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	C12	BRD-K25943794-001-02-3	0.015123572017356686	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	C13	BRD-A26032986-050-02-1	5.445983	10	DMSO	permutation	permutation
C-7161-01-LM6-001	C14	BRD-A26032986-050-02-1	1.8153276666652702	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	C15	BRD-A26032986-050-02-1	0.6051092222245495	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	C16	BRD-A26032986-050-02-1	0.20170307407345345	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	C17	BRD-A26032986-050-02-1	0.06723435802448448	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	C18	BRD-A26032986-050-02-1	0.022411452676224568	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	C19	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	C20	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	C21	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	C22	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	C23	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	C24	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	D01	BRD-K25837718-001-03-8	8.27995	10	DMSO	permutation	permutation
C-7161-01-LM6-001	D02	BRD-K25837718-001-03-8	2.7599833333312103	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	D03	BRD-K25837718-001-03-8	0.9199944444479828	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	D04	BRD-K25837718-001-03-8	0.30666481481387126	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	D05	BRD-K25837718-001-03-8	0.10222160493795708	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	D06	BRD-K25837718-001-03-8	0.03407386831477542	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	D07	BRD-K26011976-001-01-0	3.3839699999999997	10	DMSO	permutation	permutation
C-7161-01-LM6-001	D08	BRD-K26011976-001-01-0	1.1279899999991323	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	D09	BRD-K26011976-001-01-0	0.3759966666681128	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	D10	BRD-K26011976-001-01-0	0.12533222222183657	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	D11	BRD-K26011976-001-01-0	0.04177740740727886	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	D12	BRD-K26011976-001-01-0	0.013925802469960637	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	D13	BRD-A26095496-001-04-0	4.669700000000001	10	DMSO	permutation	permutation
C-7161-01-LM6-001	D14	BRD-A26095496-001-04-0	1.5565666666654694	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	D15	BRD-A26095496-001-04-0	0.5188555555575511	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	D16	BRD-A26095496-001-04-0	0.1729518518513197	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	D17	BRD-A26095496-001-04-0	0.057650617283773235	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	D18	BRD-A26095496-001-04-0	0.01921687242912177	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	D19	BRD-A26334849-001-06-2	3.4144400000000004	10	DMSO	permutation	permutation
C-7161-01-LM6-001	D20	BRD-A26334849-001-06-2	1.1381466666657913	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	D21	BRD-A26334849-001-06-2	0.3793822222236814	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	D22	BRD-A26334849-001-06-2	0.12646074074035163	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	D23	BRD-A26334849-001-06-2	0.04215358024678388	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	D24	BRD-A26334849-001-06-2	0.014051193416470124	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	E01	BRD-K26603252-003-04-9	3.96666	10	DMSO	permutation	permutation
C-7161-01-LM6-001	E02	BRD-K26603252-003-04-9	1.322219999998983	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	E03	BRD-K26603252-003-04-9	0.44074000000169516	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	E04	BRD-K26603252-003-04-9	0.14691333333288129	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	E05	BRD-K26603252-003-04-9	0.04897111111096043	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	E06	BRD-K26603252-003-04-9	0.01632370370467057	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	E07	BRD-K26657438-001-15-2	2.4030359999999997	10	DMSO	permutation	permutation
C-7161-01-LM6-001	E08	BRD-K26657438-001-15-2	0.8010119999993838	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	E09	BRD-K26657438-001-15-2	0.2670040000010269	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	E10	BRD-K26657438-001-15-2	0.08900133333305948	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	E11	BRD-K26657438-001-15-2	0.029667111111019825	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	E12	BRD-K26657438-001-15-2	0.009889037037622771	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	E13	BRD-A26690767-066-01-9	7.66946	10	DMSO	permutation	permutation
C-7161-01-LM6-001	E14	BRD-A26690767-066-01-9	2.5564866666647004	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	E15	BRD-A26690767-066-01-9	0.8521622222254998	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	E16	BRD-A26690767-066-01-9	0.28405407407320005	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	E17	BRD-A26690767-066-01-9	0.09468469135773336	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	E18	BRD-A26690767-066-01-9	0.031561563787877646	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	E19	BRD-A26711594-003-10-6	5.15986	10	DMSO	permutation	permutation
C-7161-01-LM6-001	E20	BRD-A26711594-003-10-6	1.7199533333320103	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	E21	BRD-A26711594-003-10-6	0.5733177777799828	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	E22	BRD-A26711594-003-10-6	0.1911059259253379	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	E23	BRD-A26711594-003-10-6	0.06370197530844597	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	E24	BRD-A26711594-003-10-6	0.02123399177080503	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	F01	BRD-K26619122-001-02-1	5.63617	10	DMSO	permutation	permutation
C-7161-01-LM6-001	F02	BRD-K26619122-001-02-1	1.878723333331888	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	F03	BRD-K26619122-001-02-1	0.6262411111135197	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	F04	BRD-K26619122-001-02-1	0.20874703703639472	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	F05	BRD-K26619122-001-02-1	0.06958234567879824	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	F06	BRD-K26619122-001-02-1	0.023194115227711254	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	F07	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	F08	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	F09	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	F10	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	F11	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	F12	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	F13	BRD-K26701552-001-01-8	5.174009999999999	10	DMSO	permutation	permutation
C-7161-01-LM6-001	F14	BRD-K26701552-001-01-8	1.7246699999986732	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	F15	BRD-K26701552-001-01-8	0.574890000002211	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	F16	BRD-K26701552-001-01-8	0.19162999999941036	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	F17	BRD-K26701552-001-01-8	0.06387666666647011	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	F18	BRD-K26701552-001-01-8	0.021292222223483374	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	F19	BRD-K26712974-001-01-5	5.08995	10	DMSO	permutation	permutation
C-7161-01-LM6-001	F20	BRD-K26712974-001-01-5	1.6966499999986948	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	F21	BRD-K26712974-001-01-5	0.5655500000021751	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	F22	BRD-K26712974-001-01-5	0.18851666666608663	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	F23	BRD-K26712974-001-01-5	0.06283888888869554	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	F24	BRD-K26712974-001-01-5	0.02094629629753696	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	G01	BRD-A27376179-001-01-3	4.394626	10	DMSO	permutation	permutation
C-7161-01-LM6-001	G02	BRD-A27376179-001-01-3	1.4648753333333333	3.3333333333333335	DMSO	permutation	permutation
C-7161-01-LM6-001	G03	BRD-A27376179-001-01-3	0.48829177777777777	1.1111111111111112	DMSO	permutation	permutation
C-7161-01-LM6-001	G04	BRD-A27376179-001-01-3	0.16276392592592592	0.37037037037037035	DMSO	permutation	permutation
C-7161-01-LM6-001	G05	BRD-A27376179-001-01-3	0.054254641975308646	0.1234567901234568	DMSO	permutation	permutation
C-7161-01-LM6-001	G06	BRD-A27376179-001-01-3	0.018084880658436216	0.0411522633744856	DMSO	permutation	permutation
C-7161-01-LM6-001	G07	BRD-K27938825-001-02-4	2.8229070000000003	10	DMSO	permutation	permutation
C-7161-01-LM6-001	G08	BRD-K27938825-001-02-4	0.9409689999992762	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	G09	BRD-K27938825-001-02-4	0.31365633333453974	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	G10	BRD-K27938825-001-02-4	0.10455211111078942	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	G11	BRD-K27938825-001-02-4	0.03485070370359647	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	G12	BRD-K27938825-001-02-4	0.01161690123525598	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	G13	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	G14	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	G15	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	G16	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	G17	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	G18	BRD-K50691590-001-02-2	7.725	19.99984466140069	DMSO	permutation	permutation
C-7161-01-LM6-001	G19	BRD-K28183345-003-11-4	2.90192	10	DMSO	permutation	permutation
C-7161-01-LM6-001	G20	BRD-K28183345-003-11-4	0.9673066666659226	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	G21	BRD-K28183345-003-11-4	0.3224355555567957	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	G22	BRD-K28183345-003-11-4	0.10747851851818782	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	G23	BRD-K28183345-003-11-4	0.03582617283939594	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	G24	BRD-K28183345-003-11-4	0.011942057613876062	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	H01	BRD-A27732521-003-08-3	2.81821	10	DMSO	permutation	permutation
C-7161-01-LM6-001	H02	BRD-A27732521-003-08-3	0.9394033333326108	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	H03	BRD-A27732521-003-08-3	0.31313444444564886	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	H04	BRD-A27732521-003-08-3	0.10437814814782699	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	H05	BRD-A27732521-003-08-3	0.03479271604927567	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	H06	BRD-A27732521-003-08-3	0.01159757201714784	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	H07	BRD-K27955832-001-02-9	3.2617200000000004	10	DMSO	permutation	permutation
C-7161-01-LM6-001	H08	BRD-K27955832-001-02-9	1.0872399999991638	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	H09	BRD-K27955832-001-02-9	0.36241333333472725	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	H10	BRD-K27955832-001-02-9	0.12080444444407275	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	H11	BRD-K27955832-001-02-9	0.04026814814802425	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	H12	BRD-K27955832-001-02-9	0.013422716050177756	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	H13	BRD-K28143534-003-25-9	3.23859	10	DMSO	permutation	permutation
C-7161-01-LM6-001	H14	BRD-K28143534-003-25-9	1.0795299999991694	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	H15	BRD-K28143534-003-25-9	0.35984333333471735	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	H16	BRD-K28143534-003-25-9	0.1199477777774087	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	H17	BRD-K28143534-003-25-9	0.039982592592469564	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	H18	BRD-K28143534-003-25-9	0.01332753086498693	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	H19	BRD-K28217197-001-01-4	3.3251999999999997	10	DMSO	permutation	permutation
C-7161-01-LM6-001	H20	BRD-K28217197-001-01-4	1.1083999999991474	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	H21	BRD-K28217197-001-01-4	0.3694666666680877	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	H22	BRD-K28217197-001-01-4	0.12315555555517661	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	H23	BRD-K28217197-001-01-4	0.04105185185172554	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	H24	BRD-K28217197-001-01-4	0.013683950618094461	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	I01	BRD-A28467416-002-01-0	5.065569	10	DMSO	permutation	permutation
C-7161-01-LM6-001	I02	BRD-A28467416-002-01-0	1.688523	3.3333333333333335	DMSO	permutation	permutation
C-7161-01-LM6-001	I03	BRD-A28467416-002-01-0	0.562841	1.1111111111111112	DMSO	permutation	permutation
C-7161-01-LM6-001	I04	BRD-A28467416-002-01-0	0.18761366666666665	0.37037037037037035	DMSO	permutation	permutation
C-7161-01-LM6-001	I05	BRD-A28467416-002-01-0	0.06253788888888888	0.12345679012345678	DMSO	permutation	permutation
C-7161-01-LM6-001	I06	BRD-A28467416-002-01-0	0.020845962962962962	0.0411522633744856	DMSO	permutation	permutation
C-7161-01-LM6-001	I07	BRD-A28545468-003-16-6	2.2374199999999997	10	DMSO	permutation	permutation
C-7161-01-LM6-001	I08	BRD-A28545468-003-16-6	0.745806666666093	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	I09	BRD-A28545468-003-16-6	0.24860222222317838	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	I10	BRD-A28545468-003-16-6	0.08286740740715243	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	I11	BRD-A28545468-003-16-6	0.027622469135717476	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	I12	BRD-A28545468-003-16-6	0.009207489712479523	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	I13	BRD-K28731095-001-01-7	4.166365	10	DMSO	permutation	permutation
C-7161-01-LM6-001	I14	BRD-K28731095-001-01-7	1.388788333332265	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	I15	BRD-K28731095-001-01-7	0.46292944444622497	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	I16	BRD-K28731095-001-01-7	0.15430981481434003	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	I17	BRD-K28731095-001-01-7	0.05143660493811334	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	I18	BRD-K28731095-001-01-7	0.01714553498043941	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	I19	BRD-K28761891-001-10-1	2.593434	10	DMSO	permutation	permutation
C-7161-01-LM6-001	I20	BRD-K28761891-001-10-1	0.864477999999335	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	I21	BRD-K28761891-001-10-1	0.2881593333344416	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	I22	BRD-K28761891-001-10-1	0.09605311111081555	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	I23	BRD-K28761891-001-10-1	0.03201770370360518	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	I24	BRD-K28761891-001-10-1	0.01067256790186671	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	J01	BRD-K28542495-003-13-5	3.45866	10	DMSO	permutation	permutation
C-7161-01-LM6-001	J02	BRD-K28542495-003-13-5	1.1528866666657798	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	J03	BRD-K28542495-003-13-5	0.3842955555570336	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	J04	BRD-K28542495-003-13-5	0.12809851851812437	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	J05	BRD-K28542495-003-13-5	0.042699506172708124	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	J06	BRD-K28542495-003-13-5	0.014233168725122876	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	J07	BRD-K28667793-001-28-1	1.231127	10	DMSO	permutation	permutation
C-7161-01-LM6-001	J08	BRD-K28667793-001-28-1	0.410375666666351	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	J09	BRD-K28667793-001-28-1	0.13679188888941501	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	J10	BRD-K28667793-001-28-1	0.045597296296156	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	J11	BRD-K28667793-001-28-1	0.015199098765385333	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	J12	BRD-K28667793-001-28-1	0.005066366255444118	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	J13	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	J14	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	J15	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	J16	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	J17	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	J18	NA	NA	NA	DMSO	control	control
C-7161-01-LM6-001	J19	BRD-A28787076-001-04-8	2.6822609999999996	10	DMSO	permutation	permutation
C-7161-01-LM6-001	J20	BRD-A28787076-001-04-8	0.8940869999993122	3.3333333333307693	DMSO	permutation	permutation
C-7161-01-LM6-001	J21	BRD-A28787076-001-04-8	0.29802900000114624	1.1111111111153846	DMSO	permutation	permutation
C-7161-01-LM6-001	J22	BRD-A28787076-001-04-8	0.09934299999969431	0.37037037036923076	DMSO	permutation	permutation
C-7161-01-LM6-001	J23	BRD-A28787076-001-04-8	0.03311433333323144	0.12345679012307692	DMSO	permutation	permutation
C-7161-01-LM6-001	J24	BRD-A28787076-001-04-8	0.011038111111764906	0.04115226337692308	DMSO	permutation	permutation
C-7161-01-LM6-001	K01	BRD-K28971625-003-01-4	4.549440000000001	10	DMSO	permutation	permutation
